design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GRT_ADJUSTMENT,STD_CELL_LIBRARY,DIODE_INSERTION_STRATEGY
/home/matt/work/asic-workshop/shuttle9/tinytapeout-03/openlane/scanchain,scanchain,23_04_21_13_50,flow completed,0h0m33s0ms,0h0m21s0ms,39506.17283950617,0.0036,17777.777777777777,31.83,489.83,64,0,0,0,0,0,0,0,0,0,-1,-1,1317,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002779.0,0.0,5.66,16.49,0.0,0.0,-1,13,41,13,41,0,0,0,21,0,0,0,0,0,0,0,0,-1,-1,-1,80,21,0,101,2051.968,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.63,5.0,200.0,5,3,1,45,27.200,4.715,0.3,0.5,sky130_fd_sc_hd,10,AREA 0
